req_no	thread_id	answer_title	answer_author	work_id	work_title	work_author	readinglog_count	first_publish_year
711	22841673	The Heffalump Grump	Hiawyn Oram	https://openlibrary.org/works/OL31792081W	The Heffalump Grump	Hiawyn Oram; Lindsay Gardner	0	2006.0
712	22841890	The Idea of Perfection		https://openlibrary.org/works/OL16333W	Leaves of Grass	Walt Whitman	343	1855.0
713	22842729	The Further Adventures of Halley's Comet		https://openlibrary.org/works/OL2912170W	The further adventures of Halley's Comet	John Calvin Batchelor	0	1980.0
714	22843228	Dead Girls Don't Talk		https://openlibrary.org/works/OL42459272W	Dead Girls Don't Talk	Sandra J. Paul	11	2025.0
715	22843684	The Gathering		https://openlibrary.org/works/OL134333W	The Second World War	Winston S. Churchill	397	1948.0
716	22843706	Worm		https://openlibrary.org/works/OL498463W	Der Proceß	Franz Kafka	659	1925.0
717	22844122	Suns End		https://openlibrary.org/works/OL2403060W	Suns End	Richard A. Lupoff	0	1984.0
718	22844962	The King Family		https://openlibrary.org/works/OL361466W	King Henry V	William Shakespeare	145	1600.0
719	22845523	The Most Beautiful Book in the World: Eight Novellas		https://openlibrary.org/works/OL15262329W	The Most Beautiful Book in the World	Eric-Emmanuel Schmitt	7	2009.0
720	22845775	Smoke and Mirrors		https://openlibrary.org/works/OL679357W	Smoke and Mirrors	Neil Gaiman; Richard Chizmar; William Peter Blatty; Kealan Patrick Burke; Brian Keene; Joe Hill; Joe R. Lansdale; Ray Garton	112	1998.0
721	22845909	All We Could Have Been		https://openlibrary.org/works/OL21635086W	All We Could Have Been	T. E. Carter	0	2019.0
722	22846971	Miss Esta Maude's Secret	W. T. Cummings	https://openlibrary.org/works/OL7333924W	Miss Esta Maude's secret	W. T. Cummings	1	1961.0
723	22847340	Chilling Effect		https://openlibrary.org/works/OL20746317W	Chilling Effect	Valerie Valdes	7	2019.0
724	22847888	A Mutiny in Time	James Dashner	https://openlibrary.org/works/OL16532224W	A Mutiny in Time (Infinity Ring #1)	James Dashner	13	2012.0
725	22848551	Spartina		https://openlibrary.org/works/OL2749188W	Spartina	John Casey	2	1989.0
726	22849066	Project Hail Mary		https://openlibrary.org/works/OL21745884W	Project Hail Mary	Andy Weir	678	2021.0
727	22849168	The Midnight Library		https://openlibrary.org/works/OL20965973W	The Midnight Library	Matt Haig	1502	2020.0
728	22850470	Some Kind of Happiness	Claire Legrand	https://openlibrary.org/works/OL20907595W	Some Kind of Happiness	Claire Legrand	27	2016.0
729	22850749	Sprig Muslin		https://openlibrary.org/works/OL4092690W	Sprig Muslin	Georgette Heyer	81	1956.0
731	22851475	Innocence		https://openlibrary.org/works/OL98491W	The Age of Innocence	Edith Wharton	581	1920.0
733	22851803	Sworn to Silence		https://openlibrary.org/works/OL9481639W	Sworn to Silence	Vickie York	1	1997.0
734	22852713	What Can I Do When Everything's on Fire?		https://openlibrary.org/works/OL8114948W	What Can I Do When Everything's on Fire?	Antonio Lobo Antunes	0	2008.0
735	22853315	Eating Lolly 		https://openlibrary.org/works/OL32450801W	Eating Lolly	Corrie Hosking	0	2008.0
736	22853986	Me and My Million	Clive King	https://openlibrary.org/works/OL11273583W	Me and my million	Clive King	1	1976.0
738	22855644	Rock Star's Curvy Beauty		https://openlibrary.org/works/OL29147627W	Composition Notebook : Wide Ruled Lined Paper : Large Size 8. 5x11 Inches, 110 Pages. Notebook Journal	Allegra Edupublishing	0	2021.0
739	22855945	Made in the U.S.A.		https://openlibrary.org/works/OL2752581W	Made in the U.S.A	Billie Letts	3	2008.0
740	22856720	Gaining Ground		https://openlibrary.org/works/OL33317671W	The gaining ground table	Gaining Ground (Organization)	0	2009.0
741	22857164	The Secret Life of Bees		https://openlibrary.org/works/OL2941508W	The secret life of bees	Sue Monk Kidd; Sue Kidd	446	2000.0
742	22857545	You Shouldn't Be Here 		https://openlibrary.org/works/OL37627617W	You Shouldn't Be Here	Lauren Thoman	1	2024.0
743	22857929	The Other People		https://openlibrary.org/works/OL27776452W	The Importance of Being Earnest	Oscar Wilde	387	1893.0
744	22857985	Long Time Coming 		https://openlibrary.org/works/OL29216694W	Long Time Coming	Meghan Quinn	78	2023.0
745	22858106	The Signature of All Things		https://openlibrary.org/works/OL17062217W	The signature of all things	Elizabeth Gilbert	42	2001.0
746	22859843	Love Play		https://openlibrary.org/works/OL362427W	Romeo and Juliet	William Shakespeare	2770	1597.0
748	22860398	These Things Hidden		https://openlibrary.org/works/OL15655722W	These Things Hidden	Heather Gudenkauf	20	2011.0
749	22860445	The Wedding in White		https://openlibrary.org/works/OL1902469W	The Wedding in White	Diana Palmer	15	2000.0
750	22860455	The Blood Guard		https://openlibrary.org/works/OL19634620W	The Blood Guard	Carter Roy	8	2014.0
751	22860735	Scratch Beginnings: Me, $25, and the Search for the American Dream	Adam W. Shepard	https://openlibrary.org/works/OL26530842W	Scratch Beginnings	Adam W. Shepard	0	2008.0
752	22860756	The Kind Worth Killing		https://openlibrary.org/works/OL20248003W	The Kind Worth Killing	Peter Swanson	86	2015.0
753	22861420	Family Blessings		https://openlibrary.org/works/OL1860308W	Family blessings	LaVyrle Spencer	19	1993.0
754	22861548	The Grim Company		https://openlibrary.org/works/OL17785287W	The grim company	Luke Scull	4	2014.0
755	22861720	The Broken Ones		https://openlibrary.org/works/OL21885963W	Study Guide	SuperSummary	424	2019.0
756	22861841	The Godsend		https://openlibrary.org/works/OL4468714W	The godsend	Bernard Taylor	4	1976.0
757	22862970	The Star and the Strange Moon		https://openlibrary.org/works/OL66554W	Pride and Prejudice	Jane Austen	6226	1813.0
758	22863034	You and Me on Vacation		https://openlibrary.org/works/OL22563730W	People We Meet On Vacation	Emily Henry	464	2021.0
759	22863844	The Love of My Life		https://openlibrary.org/works/OL20827088W	The Love of My Life	Louise Douglas	2	2008.0
760	22865151	Imajica		https://openlibrary.org/works/OL257767W	Imajica	Clive Barker; Clive Barker	78	1991.0
761	22865234	Dora's Box	Ann-Jeanet Campbell				0	
762	22865250	Prejudices: A Philosophical Dictionary	Robert Nisbet	https://openlibrary.org/works/OL21368366W	Prejudices	Robert Nisbet	0	1983.0
763	22865670	The Red Baron Lives!: A rattling good yarn		https://openlibrary.org/works/OL12218671W	The Red Baron lives!	Brian Innes	0	1981.0
764	22866291	The Quarry		https://openlibrary.org/works/OL17897015W	The quarry	Iain Banks	8	2013.0
765	22866766	A Love Story		https://openlibrary.org/works/OL891953W	The Pact	Jodi Picoult	115	1998.0
766	22867129	Morning Glory		https://openlibrary.org/works/OL1860315W	Morning Glory	LaVyrle Spencer	99	1989.0
767	22868111	The Silent Waters		https://openlibrary.org/works/OL21885963W	Study Guide	SuperSummary	424	2019.0
768	22868734	The Thinking Woman's Guide to Real Magic		https://openlibrary.org/works/OL17576445W	The Thinking Womans Guide To Real Magic	Emily Croy; Emily Croy Barker	12	2013.0
769	22868899	Living With Regret 		https://openlibrary.org/works/OL24678502W	Living With Regret	Lisa De Jong	1	2014.0
770	22868913	Playing with Matches		https://openlibrary.org/works/OL9334460W	Playing with Matches	Brian Katcher	2	2008.0
771	22869184	Ladies' Man	John Ramster	https://openlibrary.org/works/OL8472041W	Ladies' Man	John Ramster	1	1998.0
772	22869762	The Wives of Bath		https://openlibrary.org/works/OL2591985W	The wives of Bath	Susan Swan	4	1993.0
773	22871271	Breath of Magic		https://openlibrary.org/works/OL18158565W	Breath of magic	Theresa Medeiros	5	2009.0
774	22871850	Pull me close		https://openlibrary.org/works/OL41500222W	Pulling Me Close	Renee Kelley	0	2014.0
775	22871859	Hostage		https://openlibrary.org/works/OL10263W	Le petit prince	Antoine de Saint-Exupéry	3230	1943.0
776	22872905	You Don't Know Me	David Klass	https://openlibrary.org/works/OL3350845W	You Don't Know Me	David Klass	125	2001.0
777	22873320	Love and Other Conspiracies		https://openlibrary.org/works/OL37855781W	Love and Other Conspiracies	Mallory Marlowe	1	2024.0
779	22873668	Skinned		https://openlibrary.org/works/OL21885963W	Study Guide	SuperSummary	424	2019.0
780	22873787	Midnight 		https://openlibrary.org/works/OL457179W	Midnight's Children	Salman Rushdie	446	1981.0
781	22874001	Unlikely Angel: The Untold Story of the Atlanta Hostage Hero	Ashley Smith aka Captive: The Untold Story of the Atlanta Hostage Hero	https://openlibrary.org/works/OL25126636W	Unlikely Angel	Ashley Smith; Stacy Mattingly	0	2009.0
782	22874361	Heartsick		https://openlibrary.org/works/OL3276699W	Heartsick	Chelsea Cain	19	2007.0
783	22874752	It's Been a Pleasure, Noni Blake		https://openlibrary.org/works/OL20995077W	It's Been a Pleasure, Noni Blake	Claire Christian	4	2021.0
784	22875949	The Broken Kingdoms		https://openlibrary.org/works/OL17188249W	The broken kingdoms	N. K. Jemisin; Manuel Mata	47	2010.0
785	22876447	The Kingdom of Brooklyn	Merrill Joan Gerber	https://openlibrary.org/works/OL18160680W	The kingdom of Brooklyn	Merrill Joan Gerber	2	1992.0
786	22876810	Drawing Lessons	Tracy Mack	https://openlibrary.org/works/OL8552887W	Drawing Lessons	Tracy MacK	0	2006.0
787	22877051	The Mum Hunt	Gwyneth Rees	https://openlibrary.org/works/OL5958588W	The Mum Hunt	Gwyneth Rees	1	2003.0
788	22877608	Good Girls Don’t Die		https://openlibrary.org/works/OL35770757W	Good Girls Don't Die	Christina Henry	3	2023.0
789	22877870	My Lord and Spymaster		https://openlibrary.org/works/OL9355726W	My lord and spymaster	Joanna Bourne	12	2008.0
790	22878455	Gossamer Axe		https://openlibrary.org/works/OL8165127W	Gossamer axe	Gael Baudino	7	1990.0
791	22878949	Overkill		https://openlibrary.org/works/OL46903W	A Case of Need	Michael Crichton	145	1968.0
792	22879379	 The Winters		https://openlibrary.org/works/OL362687W	Winter's Tale	William Shakespeare	107	1735.0
793	22879793	The Magic in the Mirror	April Bernardi	https://openlibrary.org/works/OL24446510W	Magic in the mirror	April Bernardi	0	2009.0
794	22880026	All that Glitters	Loren K. Jones	https://openlibrary.org/works/OL31493016W	All That Glitters		0	
795	22880419	The Good Father		https://openlibrary.org/works/OL21868175W	Study Guide	SuperSummary	1158	2017.0
796	22880806	The Murder Room: The Heirs of Sherlock Holmes Gather to Solve the World's Most Perplexing Cold Ca ses	Michael Capuzzo	https://openlibrary.org/works/OL21033130W	Murder Room	Michael Capuzzo	2	2011.0
797	22880867	The Exiles		https://openlibrary.org/works/OL1230631W	La Chute	Albert Camus	553	1917.0
798	22880923	Skinned	Robin Wasserman				0	
799	22881137	One Night at the Lake		https://openlibrary.org/works/OL22542519W	One Night at the Lake	Bethany Chase	1	2019.0
800	22881936	What Have You Done? 		https://openlibrary.org/works/OL37613564W	What Have You Done?	Shari Lapena	3	2024.0
801	22883438	The Fisherman’s Girl 		https://openlibrary.org/works/OL30585610W	Wild Animal Coloring Book	Katty Green	33	2020.0
802	22883442	Hope: A Tragedy		https://openlibrary.org/works/OL16342664W	Hope	Shalom Auslander	4	2011.0
803	22883629	Show Me the Evidence	Alane Ferguson	https://openlibrary.org/works/OL2971440W	Show me the evidence	Alane Ferguson	4	1989.0
804	22883774	Birth of the Firebringer	Meredith Ann Pierce	https://openlibrary.org/works/OL119592W	Birth of the Firebringer	Meredith Ann Pierce	6	1985.0
805	22884272	Worth the Fall		https://openlibrary.org/works/OL38679673W	Worth the Fall	J. Sterling	0	2024.0
806	22884955	The Truth About Mary Rose	Marilyn Sachs	https://openlibrary.org/works/OL17100716W	The Truth About Mary Rose		1	1973.0
807	22885011	The Assassination of Brangwain Spurge	M. T. Anderson and Eugene Yelchin	https://openlibrary.org/works/OL19753895W	The Assassination of Brangwain Spurge	M. T. Anderson; Eugene Yelchin	8	2018.0
808	22885210	Leading Lady		https://openlibrary.org/works/OL27003W	Leading lady	Jane Aiken Hodge	6	1990.0
809	22885219	The Secrets You Hide		https://openlibrary.org/works/OL3354667W	You can be a stock market genius	Joel Greenblatt	97	1997.0
810	22885232	Thicker Than Water 		https://openlibrary.org/works/OL2559195W	Thicker Than Water	Penelope Farmer	2	1989.0
811	22885253	Turnabout	Margaret Peterson Haddix	https://openlibrary.org/works/OL16071569W	Turnabout	Margaret Peterson Haddix	15	2002.0
812	22885859	Shosha		https://openlibrary.org/works/OL1345101W	Shosha	Isaac Bashevis Singer	17	1978.0
813	22886212	Dead Upon a Time	Elizabeth Paulson	https://openlibrary.org/works/OL28791738W	Dead upon a Time	Elizabeth Paulson	0	2015.0
814	22886241	Charley 	Joan G. Robinson Republished as: The Girl Who Ran Away	https://openlibrary.org/works/OL15861433W	Charley	Joan G. Robinson; Prudence Seward	5	1969.0
815	22886264	The Assassins of Tamurin		https://openlibrary.org/works/OL5957637W	The assassins of Tamurin	S. D. Tower	4	2003.0
816	22886962	Fire Tower	Jack Kestner	https://openlibrary.org/works/OL16642527W	Fire Tower	Jack Kestner	0	2007.0
817	22887082	Teller of Tales		https://openlibrary.org/works/OL8696439W	Teller of Tales	William J. Brooke	0	1994.0
821	22887868	Bronx Masquerade	Nikki Grimes	https://openlibrary.org/works/OL103703W	Bronx Masquerade	Nikki Grimes	47	2002.0
822	22888141	 Never Been Kissed 		https://openlibrary.org/works/OL15571477W	Never been kissed	Melody Carlson	7	2011.0
823	22888166	Bittersweet		https://openlibrary.org/works/OL11328452W	Bittersweet Passion	Lynne Graham	169	1987.0
824	22888179	Shadow: The Horse That Emerged from the Shadows		https://openlibrary.org/works/OL16041796W	Shadow	Karin Tillisch	0	2005.0
825	22888207	The Unfortunate Importance of Beauty		https://openlibrary.org/works/OL19995834W	The unfortunate importance of beauty	Amanda Filipacchi	5	2015.0
826	22888461	Picture Maker: A Novel		https://openlibrary.org/works/OL30297379W	Unicorn Coloring Book	kids M. shop notebook	68	2019.0
827	22888540	Bitter Heat		https://openlibrary.org/works/OL20806933W	Bitter Heat	Mia Knight	14	2019.0
828	22888644	Under a Dancing Star		https://openlibrary.org/works/OL24360180W	Under a Dancing Star	Laura Wood	3	2019.0
829	22888684	Clay's Ark 		https://openlibrary.org/works/OL35622W	Clay's ark	Octavia E. Butler; Neal Ghant	34	1984.0
830	22889834	Torn		https://openlibrary.org/works/OL16249171W	Hans Andersen's Fairy Tales	Hans Christian Andersen	373	1846.0
831	22889844	Spitting Gold		https://openlibrary.org/works/OL37579126W	Spitting Gold	Carmella Lowkis	1	2024.0
832	22889893	Dear Killer	Katherine Ewell	https://openlibrary.org/works/OL18011694W	Dear Killer	Katherine Ewell	7	2014.0
833	22890039	Knight's Wyrd	Debra Doyle and James D. MacDonald	https://openlibrary.org/works/OL26191618W	Knight's wyrd	Debra Doyle; James D. Macdonald	1	1997.0
834	22890371	Strange Attractors	William Sleator	https://openlibrary.org/works/OL55596W	Strange attractors	William Sleator	5	1990.0
835	22890527	Man and Wife		https://openlibrary.org/works/OL176080W	Man and Wife	Wilkie Collins	6	1870.0
836	22890562	In the Nick of Time 		https://openlibrary.org/works/OL6584891W	In the nick of time	Garry Hogg	0	1958.0
837	22890675	Harry and the Wrinklies		https://openlibrary.org/works/OL6060945W	Harry and the Wrinklies	Alan Temperley	3	1997.0
838	22890744	Lucas	Kevin Brooks	https://openlibrary.org/works/OL5824035W	Lucas	Kevin Brooks	49	2003.0
839	22891009	Inkmistress 		https://openlibrary.org/works/OL19901808W	Inkmistress	Audrey Coulthurst	2	2018.0
840	22891323	Short Stop for Romance	Elaine Harper	https://openlibrary.org/works/OL5805557W	Short Stop for Romance (First Love from Silhouette #73)	Elaine Harper	5	1984.0
841	22891758	Rewind	William Sleator	https://openlibrary.org/works/OL55604W	Rewind	William Sleator	14	1999.0
842	22892186	New Pup on the Block	Susan Saunders	https://openlibrary.org/works/OL15128245W	New pup on the block	Susan Saunders	0	2001.0
843	22892395	Beyond the Deepwoods	Paul Stewart and Chris Riddell	https://openlibrary.org/works/OL71868W	Beyond the Deepwoods	Paul Stewart; Chris Riddell; Volker Niederfahrenhorst	70	1998.0
844	22892400	Crash Course	Nicole Davidson	https://openlibrary.org/works/OL4141545W	Crash course	Nicole Davidson	2	1990.0
845	22892625	 If You Want to Scare Yourself 		https://openlibrary.org/works/OL610931W	Wenn du dich gruseln willst	Angela Sommer-Bodenburg; Angela Sommer-Bodernburg; Angela Sommer-Bodenbur	5	1987.0
846	22893089	Tiger Prince		https://openlibrary.org/works/OL167281W	Tiger prince	Sandra Brown	56	1985.0
847	22893323	The True Adventures of Daniel Hall	Diane Stanley	https://openlibrary.org/works/OL98362W	The True Adventure of Daniel Hall	Diane Stanley	2	1995.0
848	22893874	Fabulous Nobodies		https://openlibrary.org/works/OL4640518W	Fabulous nobodies	Lee Tulloch	1	1989.0
849	22894202	The Primrose Way	Jackie French Koller	https://openlibrary.org/works/OL1946961W	The Primrose Way	Jackie French Koller	2	1992.0
850	22894393	Skeleton Creek	Patrick Carman	https://openlibrary.org/works/OL5714492W	Skeleton Creek	Patrick Carman	35	2009.0
851	22894742	Safe as the Grave	Caroline B. Cooney	https://openlibrary.org/works/OL14921149W	Safe as the grave	Caroline B. Cooney	9	1979.0
852	22894875	Crush	Ellen Conford aka Crush: Stories by Ellen Conford	https://openlibrary.org/works/OL69759W	Crush	Ellen Conford	14	1998.0
853	22894882	Slave Doctor		https://openlibrary.org/works/OL5019711W	Slave doctor	Miep Diekmann	0	1970.0
854	22895014	I'll Be There		https://openlibrary.org/works/OL17898154W	I'll be there	Anne E. Schraff	2	2014.0
855	22895269	The Sweet Life of Stella Madison	Lara M. Zeises	https://openlibrary.org/works/OL5716721W	The sweet life of Stella Madison	Lara M. Zeises	2	2009.0
856	22895402	How to Tend a Grave	Jocelyn Shipley	https://openlibrary.org/works/OL17866847W	How to tend a grave	Jocelyn Shipley	0	2012.0
857	22895685	Innocence 		https://openlibrary.org/works/OL98491W	The Age of Innocence	Edith Wharton	581	1920.0
858	22895694	Not How I Pictured It		https://openlibrary.org/works/OL37572277W	Not How I Pictured It	Robin Lefler	0	2024.0
859	22895710	The Lilac Bouquet		https://openlibrary.org/works/OL20051082W	The lilac bouquet	Carolyn Brown	1	2017.0
860	22895712	Pleasure 		https://openlibrary.org/works/OL848436W	Memoirs of Fanny Hill	John Cleland	97	1749.0
861	22895954	Hazel	Julie Hearn	https://openlibrary.org/works/OL21008336W	Hazel	Julie Hearn	2	2007.0
862	22896158	Favorite Medieval Tales	Mary Pope Osborne	https://openlibrary.org/works/OL81824W	Favorite medieval tales	Mary Pope Osborne	13	1998.0
863	22896170	Transcendent		https://openlibrary.org/works/OL55649W	Walden	Henry David Thoreau	493	1854.0
864	22896814	Bonita Avenue 		https://openlibrary.org/works/OL19991369W	Bonita Avenue	Peter Buwalda	2	2012.0
865	22896815	To Beat a Tiger	Elizabeth Foreman Lewis aka To Beat a Tiger: A Story of Young People in War-Torn China	https://openlibrary.org/works/OL34706058W	To Beat a Tiger	Elizabeth Foreman Lewis	0	1964.0
866	22897288	Things We Never Got Over		https://openlibrary.org/works/OL26955716W	Things We Never Got Over	Lucy Score	1149	2022.0
867	22897513	The Castle in the Attic		https://openlibrary.org/works/OL34451W	The Castle in the Attic ~ A fantastic, magical adventure waits for William inside . . 	Elizabeth Winthrop	10	1985.0
868	22897664	The Girl of His Dreams		https://openlibrary.org/works/OL3345189W	The girl of his dreams	Harry Mazer	3	1987.0
869	22898016	The Tail of Emily Windsnap	Liz Kessler	https://openlibrary.org/works/OL5851326W	The Tail of Emily Windsnap (Emily Windsnap #1)	Liz Kessler	72	2004.0
870	22898208	Deadly Deception	Betsy Haynes	https://openlibrary.org/works/OL2997514W	Deadly Deception	Betsy Haynes	18	1994.0
871	22898288	Deacon 		https://openlibrary.org/works/OL769120W	Book of common prayer	Church of England; J. A. Maurault	157	1537.0
872	22898831	Hardacre		https://openlibrary.org/works/OL5352725W	Hardacre	C. L. Skelton	1	1976.0
873	22899089	Ravensong		https://openlibrary.org/works/OL2245119W	Ravensong	Lee Maracle	10	1993.0
874	22899090	Urgent Pursuit		https://openlibrary.org/works/OL17915533W	Urgent pursuit	Beverly Long	1	2016.0
875	22900117	The Case of the Lost Lookalike	Carol J. Farley	https://openlibrary.org/works/OL1950223W	The case of the lost lookalike	Carol J. Farley	1	1988.0
876	22900156	Improper Relations		https://openlibrary.org/works/OL19353898W	Improper Relations	Janet Mullany	5	2010.0
877	22902565	Treasury of Enchanted Tales		https://openlibrary.org/works/OL31334226W	Treasury of Enchanted Tales	Jane Launchbury	0	2007.0
878	22903605	Thundering Giants Level 10	William Eller aka Laidlaw Reading Program Level 10: Thundering Giants	https://openlibrary.org/works/OL7165780W	Thundering Giants	William Eller	0	1976.0
879	22903636	The Mistress of Trevelyan		https://openlibrary.org/works/OL5810324W	The mistress of Trevelyan	St. Giles, Jennifer.	2	2004.0
880	22903643	Eve’s Wedding Knight		https://openlibrary.org/works/OL15139047W	Eve's wedding knight	Kathleen Creighton	4	1999.0
881	22903685	Friends Like Us	Vicky Ceelen aka by Viki Silin only Russish (?) version on LibraryThing aka Moy drug i ya				0	
882	22903764	Soupy Saturdays with the Pain and the Great One		https://openlibrary.org/works/OL1838396W	Soupy Saturdays	Judy Blume	14	2007.0
883	22904562	Waking Olivia		https://openlibrary.org/works/OL27043363W	Waking Olivia	Elizabeth O'Roark	12	2016.0
884	22905109	Patrick's Dinosaurs	Carol Carrick	https://openlibrary.org/works/OL48118W	Patrick's Dinosaurs	Carol Carrick	4	1983.0
885	22905483	Salt to the Sea	Ruta Sepetys	https://openlibrary.org/works/OL24864153W	Salt to the Sea	Ruta Sepetys	52	2016.0
886	22906628	Never Knowing		https://openlibrary.org/works/OL15901938W	Never knowing	Chevy Stevens	14	2011.0
887	22907176	Boring Girls	Sara Taylor	https://openlibrary.org/works/OL20985760W	Boring Girls	Sara Taylor	3	2015.0
888	22908443	Paint the Wind	Pam Muñoz Ryan	https://openlibrary.org/works/OL8118237W	Paint The Wind	Pam Muñoz Ryan	19	2007.0
889	22909666	Rising Water	P. J. Petersen	https://openlibrary.org/works/OL56454W	Rising water	P. J. Petersen	0	2002.0
890	22910541	The Maxwell Brothers 		https://openlibrary.org/works/OL2994858W	The Maxwell brothers	Brenda Burnett Preston	0	2001.0
891	22911393	The Problem with Forever	Jennifer L. Armentrout	https://openlibrary.org/works/OL24567687W	The Problem with Forever	Jennifer L. Armentrout	64	2016.0
892	22912818	Broken Wish		https://openlibrary.org/works/OL21691344W	Mirror Broken Wish	Julie C. Dao	1	2020.0
893	22914175	In Her Words		https://openlibrary.org/works/OL29100848W	Sometimes He Was Lord	In Her Words	0	2015.0
894	22915070	Magic Kingdom for Sale/Sold		https://openlibrary.org/works/OL5683507W	Magic Kingdom For Sale/Sold!	Terry Brooks	90	1984.0
895	22915356	The Book of Speculation		https://openlibrary.org/works/OL20001684W	The book of speculation	Erika Swyler	13	2015.0
896	22916166	Turning Angel		https://openlibrary.org/works/OL20816554W	Turning Angel	Greg Iles	9	2005.0
897	22916516	The Liar's Crown	Abigail Owen	https://openlibrary.org/works/OL43648957W	Il regno delle bugie. The Liar's Crown		0	2023.0
898	22916526	Wren		https://openlibrary.org/works/OL45499W	Tao te Ching	老子; James Legge; Gia-Fu Feng; Stacie Mallinson; Jeff Mallinson; Peter Kang; John Minford; Stephen Mitchell	867	1842.0
899	22916716	A House Called Awful End	Philip Ardagh	https://openlibrary.org/works/OL1801317W	A House Called Awful End	Philip Ardagh	8	2002.0
900	22916942	With Violets		https://openlibrary.org/works/OL1088883W	The Violet Fairy Book (Large Print)	Andrew Lang	57	1906.0
901	22918348	Kingdom Of The Wicked		https://openlibrary.org/works/OL21676651W	Kingdom of the Wicked	Kerri Maniscalco	340	2020.0
902	22920104	Never Lie 		https://openlibrary.org/works/OL34224558W	Never Lie	Freida McFadden	758	2022.0
903	22920269	The Whole package		https://openlibrary.org/works/OL20867865W	The Whole Package	Marie Harte; Emily Beresford	0	2019.0
904	22921972	Diary of a Would-be Princess (Journal of Jillian James)	Jessica Green	https://openlibrary.org/works/OL8942313W	Diary of a Would-be Princess	Jessica Green	1	2007.0
905	22922351	The Cold Dish		https://openlibrary.org/works/OL17412753W	The Cold Dish	Craig Johnson	29	2006.0
906	22923338	The God of Small Things		https://openlibrary.org/works/OL1052138W	The God of Small Things	Arundhati Roy	1258	1997.0
907	22924780	Court of Dragons 		https://openlibrary.org/works/OL20600W	Gulliver's Travels	Jonathan Swift	857	1726.0
908	22925695	VICIOUS		https://openlibrary.org/works/OL17332806W	Vicious	V. E. Schwab	263	2013.0
910	22928297	A Pregnancy and a Proposal		https://openlibrary.org/works/OL21563846W	Pregnancy, a Party and a Proposal / The Fireman's Ready-made Family	Teresa Carpenter; Jules Bennett	8	2015.0
911	22929163	The Academy	Emmaline Andrews				0	
912	22930193	The Broken Beginning		https://openlibrary.org/works/OL8756238W	Bleach	Tite Kubo	102	2004.0
913	22930740	Dreams of the Dead	Thomas Randall and Christopher Golden	https://openlibrary.org/works/OL13600021W	Gaijin girl	Thomas Randall	2	2009.0
914	22931079	The Great Films: Fifty Golden Years of Motion Pictures	Bosley Crowther	https://openlibrary.org/works/OL5916209W	The great films	Bosley Crowther	2	1967.0
915	22932072	Blood Debts	Terry J. Benton-Walker	https://openlibrary.org/works/OL27893068W	Blood Debts	Terry J. Benton-Walker	9	2023.0
916	22932957	Jacob Have I Loved	Katherine Paterson	https://openlibrary.org/works/OL27123W	Jacob have I loved	Katherine Paterson	55	1980.0
918	22933195	Class Trip	Bebe Faas Rice	https://openlibrary.org/works/OL3486118W	Class Trip	Bebe Faas Rice	47	1993.0
919	22933457	Into the Forest	Jean Hegland	https://openlibrary.org/works/OL3294077W	Into the Forest	Jean Hegland	56	1996.0
920	22933548	Princess Furball	Charlotte Huck (Author), Anita Lobel (Illustrator)				0	
921	22934830	Cruel Prince	Ashley Jade	https://openlibrary.org/works/OL22061764W	Cruel Prince	Ashley Jade; A. Jade; Ellie McLove	34	2019.0
922	22935472	Echo		https://openlibrary.org/works/OL16333W	Leaves of Grass	Walt Whitman	343	1855.0
923	22937569	Broadway Melody		https://openlibrary.org/works/OL4880187W	The Broadway melody	Jack Lait	0	1929.0
924	22938081	Jip: His Story	Katherine Paterson	https://openlibrary.org/works/OL27111W	Jip, His Story	Katherine Paterson	9	1996.0
925	22940161	A Wedding in December		https://openlibrary.org/works/OL116678W	A Wedding in December	Anita Shreve	39	2005.0
926	22940672	Younger		https://openlibrary.org/works/OL1147650W	Abridgment of Murray's English Grammar	Lindley Murray	163	1800.0
928	22942809	The Young Unicorns	Madeleine L'Engle	https://openlibrary.org/works/OL41493W	The Young Unicorns (Austin Family Chronicles #3)	Madeleine L'Engle	18	1968.0
929	22944871	The Flatshare		https://openlibrary.org/works/OL20664315W	The Flatshare	Beth O'Leary	106	2019.0
930	22945027	Frozen Fire	Tim Bowler	https://openlibrary.org/works/OL11886W	Frozen Fire	Tim Bowler	13	2006.0
931	22947092	When You Reach Me	Rebecca Stead	https://openlibrary.org/works/OL15012031W	When You Reach Me	Rebecca Stead	102	2009.0
932	22948960	Outcast		https://openlibrary.org/works/OL1063588W	Les Misérables	Victor Hugo	841	1862.0
933	22950000	Stranger From the Depths	Gerry Turner	https://openlibrary.org/works/OL6330371W	Stranger from the depths	Gerry Turner	26	1967.0
934	22951303	Scruffy	Peggy Parish	https://openlibrary.org/works/OL1932949W	Scruffy	Peggy Parish	21	1988.0
935	22952325	The Paleface Redskins	Jacqueline Jackson	https://openlibrary.org/works/OL2689206W	The pale-face redskins	Jacqueline Jackson	1	1958.0
936	22952337	Preston’s Honor 		https://openlibrary.org/works/OL24345444W	Preston's Honor	Mia Sheridan	1	2017.0
937	22952916	The Ruining	Anna Collomore	https://openlibrary.org/works/OL17822294W	The ruining	Anna Collomore	4	2013.0
938	22953922	Space Mall	Jon Buller and Susan Schade	https://openlibrary.org/works/OL16046629W	Space mall	Jon Buller	0	1997.0
